6,8,0.700000,0.120000,0.583000
6,8,0.700000,0.107000,0.587000
6,8,0.700000,0.104000,0.580000
6,8,0.700000,0.097000,0.577000
6,8,0.700000,0.062000,0.573000
6,8,0.700000,0.067000,0.568000
6,8,0.700000,0.112000,0.575000
6,8,0.700000,0.097000,0.578000
6,8,0.700000,0.088000,0.575000
6,8,0.700000,0.106000,0.570000
6,8,0.700000,0.114000,0.584000
6,8,0.700000,0.099000,0.577000
6,8,0.700000,0.071000,0.568000
6,8,0.700000,0.098000,0.582000
6,8,0.700000,0.100000,0.569000
6,8,0.700000,0.095000,0.571000
6,8,0.700000,0.124000,0.579000
6,8,0.700000,0.131000,0.565000
6,8,0.700000,0.092000,0.567000
6,8,0.700000,0.098000,0.571000
6,9,0.700000,0.136000,6.386000
6,9,0.700000,0.132000,6.311000
6,9,0.700000,0.096000,6.272000
6,9,0.700000,0.120000,6.344000
6,9,0.700000,0.102000,6.341000
6,9,0.700000,0.145000,6.322000
6,9,0.700000,0.119000,6.371000
6,9,0.700000,0.117000,6.327000
6,9,0.700000,0.137000,6.379000
6,9,0.700000,0.170000,6.405000
6,9,0.700000,0.245000,6.467000
6,9,0.700000,0.134000,6.376000
6,9,0.700000,0.136000,6.386000
6,9,0.700000,0.103000,6.362000
6,9,0.700000,0.152000,6.338000
6,9,0.700000,0.078000,6.271000
6,9,0.700000,0.123000,6.311000
6,9,0.700000,0.099000,6.362000
6,9,0.700000,0.124000,6.282000
6,9,0.700000,0.141000,6.372000
5,6,0.700000,0.076000,0.006000
5,6,0.700000,0.062000,0.006000
5,6,0.700000,0.054000,0.006000
5,6,0.700000,0.054000,0.006000
5,6,0.700000,0.044000,0.006000
5,6,0.700000,0.063000,0.007000
5,6,0.700000,0.051000,0.006000
5,6,0.700000,0.061000,0.007000
5,6,0.700000,0.085000,0.007000
5,6,0.700000,0.055000,0.006000
5,6,0.700000,0.057000,0.007000
5,6,0.700000,0.050000,0.007000
5,6,0.700000,0.054000,0.007000
5,6,0.700000,0.067000,0.006000
5,6,0.700000,0.046000,0.007000
5,6,0.700000,0.058000,0.007000
5,6,0.700000,0.045000,0.006000
5,6,0.700000,0.043000,0.007000
5,6,0.700000,0.054000,0.006000
5,6,0.700000,0.043000,0.007000
